id,prediction
25127,0.224769116
25128,1.71706998
25129,0.584911389
25130,1.362836632
25131,2.837023409
25132,1.160808781
25133,3.59550492
25134,3.099823911
25135,0.526638549
25136,1.50594582
25137,2.242525363
25138,0.59229418
25139,0.990624861
25140,0.364556224
25141,0.739494961
25142,1.214624288
25143,0.716495297
25144,0.769814097
25145,0.551069146
25146,3.049072033
25147,0.781791848
25148,4.858796009
25149,0.174786395
25150,0.576377889
25151,0.460930632
25152,1.271535822
25153,2.184960842
25154,1.34084349
25155,1.018076767
25156,1.183268731
25157,1.68400747
25158,0.497978066
25159,1.451045663
25160,0.209068956
25161,0.044912539
25162,1.668172145
25163,0.077437361
25164,1.342374875
25165,0.399469028
25166,0.45852843
25167,4.195082777
25168,0.333183826
25169,0.458735916
25170,0.360880416
25171,3.601192274
25172,0.127258671
25173,1.962145511
25174,1.177175424
25175,0.444493302
25176,0.22457252
25177,0.871162509
25178,1.705033588
25179,0.45448108
25180,2.470822778
25181,0.833647904
25182,0.521216269
25183,0.785358788
25184,0.897334341
25185,1.011389088
25186,0.856734823
25187,1.167790077
25188,1.013380707
25189,2.329231947
25190,1.625385203
25191,1.566514705
25192,3.10125177
25193,1.460836098
25194,1.126289677
25195,0.724195237
25196,0.449091822
25197,1.219375499
25198,0.360780866
25199,2.284480861
25200,0.454761608
25201,2.573562791
25202,1.277792347
25203,1.438126069
25204,1.854610658
25205,1.492748141
25206,0.892224038
25207,1.099028633
25208,0.393042829
25209,3.265923876
25210,2.806238863
25211,0.516203253
25212,1.115760247
25213,0.315234005
25214,0.914514791
25215,0.982174733
25216,1.726718789
25217,0.381715904
25218,0.62071869
25219,0.319744005
25220,0.860222609
25221,0.439617523
25222,0.172595868
25223,0.316914574
25224,0.952335625
25225,8.227034785
25226,1.805114261
25227,0.907428122
25228,2.247278881
25229,0.378008275
25230,1.942350384
25231,0.435122373
25232,1.336313435
25233,0.871357292
25234,0.292835098
25235,1.955951002
25236,0.516948792
25237,1.291296259
25238,0.951401681
25239,0.355911077
25240,0.731516352
25241,1.753635617
25242,0.98301028
25243,1.851568662
25244,0.508338856
25245,0.33026553
25246,1.416025977
25247,0.349289263
25248,3.188171862
25249,1.05907492
25250,0.67153529
25251,0.733700727
25252,2.523895329
25253,0.763603253
25254,0.208339693
25255,2.582064363
25256,1.097645206
25257,2.52198848
25258,2.561098214
25259,0.344631282
25260,1.657255579
25261,0.842758369
25262,0.650638148
25263,1.371173694
25264,1.155103973
25265,1.093587517
25266,2.675892724
25267,1.037650227
25268,0.404066749
25269,1.265991815
25270,0.335145194
25271,2.163514022
25272,0.870770718
25273,0.471516948
25274,1.353068492
25275,3.103978149
25276,0.527848339
25277,1.115312858
25278,1.884094445
25279,0.842409176
25280,1.500362793
25281,0.959873914
25282,3.681653978
25283,0.602090679
25284,2.509268703
25285,1.01449466
25286,0.662615753
25287,1.253680028
25288,0.978380472
25289,0.97819047
25290,3.486198368
25291,1.817204566
25292,2.009069122
25293,1.159089629
25294,0.55728838
25295,0.657195231
25296,7.234917172
25297,1.415709757
25298,1.160199726
25299,1.722426364
25300,0.801352065
25301,0.264014681
25302,1.882221069
25303,1.775889588
25304,1.685796509
25305,3.857845096
25306,1.35685659
25307,0.586279614
25308,1.592436549
25309,1.990427761
25310,0.745468937
25311,0.437083522
25312,2.722857404
25313,2.944066193
25314,2.218397771
25315,1.477457761
25316,4.872002681
25317,1.188825759
25318,0.635931736
25319,5.332193044
25320,0.26758948
25321,1.484250862
25322,3.18119308
25323,0.370615156
25324,0.060649465
25325,1.544578397
25326,1.100903218
25327,1.482248142
25328,0.242220804
25329,0.99538618
25330,0.375510557
25331,0.875144643
25332,0.964005801
25333,0.908792748
25334,0.543872431
25335,0.366129639
25336,2.138441316
25337,0.640769569
25338,1.81959383
25339,5.472551083
25340,0.390928624
25341,1.022394747
25342,0.061903972
25343,0.742943728
25344,0.251831829
25345,0.207645005
25346,0.347741318
25347,1.411694909
25348,1.587109666
25349,0.485630862
25350,1.840751269
25351,0.838518632
25352,1.907930714
25353,0.77678432
25354,0.887696789
25355,1.961975467
25356,1.341600826
25357,0.838766379
25358,1.174857132
25359,0.869555431
25360,0.944498255
25361,1.641273145
25362,0.285942766
25363,1.997154121
25364,2.711831567
25365,0.396539942
25366,1.265015661
25367,0.359007056
25368,2.175720995
25369,0.817052935
25370,2.990176222
25371,0.75889648
25372,0.576229897
25373,5.778819813
25374,0.232452928
25375,1.003906228
25376,1.33566789
25377,0.789609148
25378,1.239689463
25379,0.631526549
25380,0.516242632
25381,1.077501793
25382,0.308026086
25383,2.426205486
25384,3.596309806
25385,0.911017432
25386,0.692944888
25387,0.199099871
25388,0.343056823
25389,0.424501688
25390,1.684074834
25391,0.81502292
25392,0.798464935
25393,0.808268461
25394,0.799559423
25395,0.941700742
25396,3.060138452
25397,1.682092791
25398,0.219231153
25399,0.243574799
25400,1.525393391
25401,0.27167387
25402,4.514322214
25403,0.678967903
25404,2.737244737
25405,0.403087182
25406,4.511039542
25407,1.685112683
25408,1.088351993
25409,1.083216071
25410,1.176302072
25411,0.900030175
25412,2.718427094
25413,1.035320979
25414,1.086530788
25415,1.712239032
25416,1.059660829
25417,0.206973248
25418,1.84730615
25419,3.228625564
25420,1.426702438
25421,0.159312659
25422,3.313690557
25423,1.643997571
25424,1.074847675
25425,0.869329039
25426,1.769309073
25427,1.360759038
25428,5.909285552
25429,3.718011262
25430,0.43520546
25431,1.465639669
25432,0.712895613
25433,0.996532833
25434,0.846323859
25435,5.467835599
25436,1.819022711
25437,0.875984597
25438,1.446256669
25439,1.918876572
25440,0.464984709
25441,1.229741931
25442,0.267500239
25443,1.179204054
25444,2.004823452
25445,0.416574737
25446,1.462588713
25447,2.9651588
25448,7.46559591
25449,0.831635359
25450,6.804442253
25451,0.313075989
25452,0.500083826
25453,1.11143104
25454,1.568002769
25455,1.691597029
25456,1.156644593
25457,0.330917506
25458,0.204663192
25459,0.131665721
25460,1.39345171
25461,0.175365671
25462,0.911005559
25463,3.013291435
25464,1.439933461
25465,0.207039079
25466,1.424683038
25467,1.650433852
25468,0.39858672
25469,1.513378253
25470,2.301489688
25471,1.095512283
25472,0.838545368
25473,4.060691569
25474,3.299872235
25475,0.826860929
25476,1.489534099
25477,3.980039251
25478,1.919319489
25479,1.085386111
25480,0.883185482
25481,1.961419059
25482,0.4263356
25483,1.576377173
25484,2.704765322
25485,1.198786516
25486,0.521249914
25487,2.113457456
25488,0.68939816
25489,2.357889795
25490,0.87563347
25491,0.371128463
25492,0.731323584
25493,0.840560855
25494,2.14992071
25495,1.909964497
25496,0.649985901
25497,0.745127547
25498,1.089433286
25499,0.336645862
25500,0.247347413
25501,1.906189057
25502,0.846746469
25503,1.673375497
25504,2.270937792
25505,0.840345089
25506,2.205031716
25507,1.693393649
25508,12.40385656
25509,1.557090906
25510,5.176266389
25511,2.794561406
25512,0.236845203
25513,2.399083638
25514,2.091816936
25515,0.345055327
25516,1.264049104
25517,3.732290473
25518,0.232942565
25519,0.601613961
25520,0.235419062
25521,1.126917585
25522,0.794080478
25523,1.224852853
25524,1.032074596
25525,0.377297863
25526,1.268834001
25527,1.052658359
25528,1.026143497
25529,3.229246958
25530,1.93032644
25531,0.827221681
25532,1.010473638
25533,1.129827538
25534,1.395942349
25535,0.450621491
25536,0.704514484
25537,0.659287542
25538,1.926223253
25539,0.855365618
25540,3.892464026
25541,0.527283642
25542,2.889776599
25543,1.90070534
25544,1.475293815
25545,0.872384187
25546,0.504389945
25547,0.497863303
25548,0.450034661
25549,0.248012512
25550,0.745234106
25551,1.383379082
25552,3.430191532
25553,0.228356282
25554,0.620818722
25555,2.825557533
25556,0.955675551
25557,1.58263799
25558,0.690177198
25559,1.320010124
25560,2.755422026
25561,1.720695544
25562,0.309059746
25563,2.596901602
25564,1.008460366
25565,1.066783323
25566,0.350630769
25567,1.416959406
25568,0.298993894
25569,1.458737148
25570,0.714004528
25571,0.806466698
25572,2.379240621
25573,1.85201098
25574,1.323137729
25575,1.10245976
25576,1.678497197
25577,0.782670987
25578,0.568452987
25579,0.338867189
25580,4.104027228
25581,1.629623162
25582,0.401807576
25583,0.767528503
25584,0.54661305
25585,2.419368593
25586,0.948517656
25587,0.25910215
25588,1.368534574
25589,2.211504656
25590,0.575383985
25591,1.230481182
25592,3.404536253
25593,0.865159813
25594,0.322754243
25595,1.080845933
25596,1.285576122
25597,2.292011903
25598,0.414560987
25599,0.062202932
25600,2.808533211
25601,0.220619627
25602,1.093395621
25603,0.568464538
25604,1.405506953
25605,0.595738527
25606,4.113004342
25607,2.568899498
25608,0.801656519
25609,0.478075492
25610,3.245228931
25611,1.033952631
25612,1.3643702
25613,1.091026886
25614,1.420828121
25615,0.531808645
25616,0.196402678
25617,4.076307164
25618,2.269222881
25619,0.242825542
25620,2.340631217
25621,0.691916752
25622,0.622162189
25623,0.412958082
25624,0.590264858
25625,1.117867763
25626,1.701453613
25627,0.990003466
25628,0.433964313
25629,1.077065397
25630,3.072350022
25631,2.543619931
25632,0.424976483
25633,0.843495554
25634,0.278872289
25635,1.848172612
25636,1.565579405
25637,2.340440377
25638,1.352795456
25639,1.314153102
25640,1.158198854
25641,0.739438469
25642,0.424202404
25643,0.300926273
25644,0.43683081
25645,1.027515896
25646,0.681030106
25647,0.421734389
25648,2.04750424
25649,4.184020116
25650,2.571685683
25651,1.451802613
25652,0.226386743
25653,2.118500954
25654,1.485142996
25655,5.196910398
25656,0.847168202
25657,0.380892918
25658,0.049135601
25659,1.00518329
25660,0.151459875
25661,2.065869872
25662,0.793942033
25663,1.815384748
25664,0.51934268
25665,0.931749348
25666,0.932376481
25667,5.324693685
25668,0.239800857
25669,0.788697481
25670,0.870336782
25671,0.101838808
25672,0.280225125
25673,1.566769698
25674,0.50056123
25675,1.413959311
25676,0.418385647
25677,0.965416666
25678,0.155380122
25679,1.635614514
25680,1.622328935
25681,2.075042205
25682,2.200367064
25683,0.838990011
25684,2.921858474
25685,1.215474515
25686,0.478594586
25687,1.032612707
25688,1.551265438
25689,0.81295953
25690,0.244939236
25691,1.254058445
25692,1.922234904
25693,0.202641194
25694,0.293848615
25695,1.063925851
25696,0.315780101
25697,1.100753963
25698,0.192119842
25699,1.229285525
25700,0.40077854
25701,2.230292778
25702,1.762357078
25703,2.7724293
25704,1.137173934
25705,4.910691626
25706,0.741375144
25707,1.246905447
25708,1.697297911
25709,1.705335722
25710,0.512406613
25711,1.877590304
25712,2.258192438
25713,1.039052576
25714,1.807331627
25715,4.106733572
25716,0.895830605
25717,2.33039784
25718,1.808766958
25719,2.232100691
25720,0.991460612
25721,3.077218333
25722,5.180335984
25723,7.17933507
25724,2.57707984
25725,0.969838579
25726,3.017469186
25727,3.333720078
25728,0.586633343
25729,0.246126163
25730,2.051192553
25731,0.935515944
25732,0.791413346
25733,2.042160075
25734,1.779445893
25735,0.593886907
25736,1.563498642
25737,0.12035233
25738,3.236222408
25739,0.778419883
25740,0.622843014
25741,2.637284206
25742,3.189033377
25743,1.233757099
25744,0.361918093
25745,0.408255306
25746,2.109653763
25747,1.681313697
25748,1.292778782
25749,1.802710538
25750,5.024083111
25751,1.665371369
25752,0.845540229
25753,1.134552553
25754,0.489140181
25755,0.241206181
25756,1.164230627
25757,1.122970178
25758,0.496824664
25759,2.855761313
25760,2.510219304
25761,5.99155563
25762,0.363386816
25763,3.212591577
25764,0.42279915
25765,1.388831151
25766,1.687841091
25767,1.027526956
25768,2.880927726
25769,1.459551428
25770,1.085637359
25771,0.357251778
25772,0.354358366
25773,0.200548241
25774,2.362441813
25775,4.000275788
25776,3.230709882
25777,0.392753702
25778,0.432026203
25779,5.041795663
25780,0.310474119
25781,0.825730261
25782,2.183704224
25783,0.930536282
25784,1.196357658
25785,1.206988191
25786,1.297889505
25787,4.448146426
25788,1.621388503
25789,0.979518361
25790,0.539941982
25791,1.547249621
25792,1.144663728
25793,1.000023585
25794,0.814999367
25795,2.105740289
25796,2.103715122
25797,0.088630246
25798,0.717847725
25799,1.455012874
25800,1.493864563
25801,0.667260476
25802,3.666201207
25803,3.036320146
25804,0.609220205
25805,0.517745356
25806,1.499590978
25807,1.273319472
25808,1.128948083
25809,1.246091875
25810,0.978752538
25811,1.415345614
25812,0.507286921
25813,0.25638839
25814,0.426587416
25815,2.834418667
25816,0.222363953
25817,1.505080163
25818,0.689603646
25819,1.744396434
25820,0.391251454
25821,0.411688382
25822,1.156557935
25823,0.308809435
25824,0.935411742
25825,1.049710483
25826,2.250159376
25827,0.566029268
25828,1.36623658
25829,1.089738213
25830,1.275263578
25831,0.216754346
25832,3.008542648
25833,0.512710128
25834,1.769959675
25835,7.062059295
25836,1.083171819
25837,3.711623923
25838,2.302889502
25839,0.378280908
25840,1.216125756
25841,0.578328595
25842,1.257799961
25843,1.764746207
25844,1.142374931
25845,3.846688228
25846,4.431001121
25847,0.294309792
25848,0.348851793
25849,0.939045739
25850,0.392710781
25851,1.816446108
25852,4.601180086
25853,1.150202668
25854,3.558546345
25855,1.114200887
25856,0.203979338
25857,2.761880845
25858,4.646265162
25859,0.171460338
25860,0.811887495
25861,1.374726101
25862,1.57629496
25863,0.597258146
25864,3.044768335
25865,1.205676584
25866,1.239449402
25867,0.147474221
25868,0.842967152
25869,0.806387554
25870,1.427508875
25871,0.681967585
25872,0.780902759
25873,0.627974721
25874,0.616717662
25875,0.759876787
25876,0.442341595
25877,2.293256671
25878,2.207232251
25879,2.933583259
25880,0.701557312
25881,0.404359565
25882,1.820741424
25883,3.33637299
25884,0.780490797
25885,0.361671556
25886,1.87699693
25887,0.458152034
25888,2.10256213
25889,0.669994226
25890,0.893314997
25891,0.58613636
25892,1.295578757
25893,1.509794404
25894,2.025203336
25895,0.696382873
25896,0.75255568
25897,0.704118082
25898,0.602621648
25899,2.129143729
25900,1.46298786
25901,0.678210216
25902,1.071757724
25903,1.123848705
25904,0.735877073
25905,2.421531438
25906,0.896016617
25907,1.72310259
25908,0.424800796
25909,1.710643357
25910,0.400477369
25911,3.226024191
25912,1.311047087
25913,0.713564136
25914,0.705671136
25915,1.616882111
25916,0.372416295
25917,0.565593903
25918,5.049983778
25919,2.863513492
25920,0.901410434
25921,0.774300523
25922,1.031217338
25923,0.789160181
25924,2.780720005
25925,0.744367753
25926,0.648672828
25927,0.907443573
25928,0.079377925
25929,0.966603383
25930,0.625413419
25931,2.392383516
25932,0.831457996
25933,0.842456295
25934,0.185722281
25935,0.581790487
25936,0.47097909
25937,1.312090888
25938,1.673184075
25939,2.486695975
25940,1.519838432
25941,0.811587722
25942,0.377439408
25943,0.720274417
25944,1.941015044
25945,1.181605199
25946,1.030155595
25947,0.896403542
25948,5.324390206
25949,0.290468197
25950,2.052056237
25951,1.280846884
25952,1.008346445
25953,0.477091599
25954,1.601392044
25955,0.896210067
25956,1.329966547
25957,0.840164219
25958,1.130745823
25959,0.544231729
25960,1.112304179
25961,1.500407382
25962,2.2303895
25963,0.261448208
25964,1.325489492
25965,0.859212833
25966,0.245055547
25967,0.151945472
25968,1.810164639
25969,0.781158284
25970,0.830573807
25971,0.410604481
25972,0.180769227
25973,0.755783418
25974,4.267102193
25975,1.560457585
25976,1.353657282
25977,0.639655302
25978,2.540349837
25979,1.532261692
25980,1.786030895
25981,2.661532353
25982,1.068376308
25983,0.985397023
25984,0.190248227
25985,3.092362797
25986,0.796866679
25987,0.85609208
25988,0.542431922
25989,2.121172207
25990,2.181377872
25991,1.165196549
25992,1.114938319
25993,0.505674511
25994,2.659874228
25995,1.093213982
25996,0.519033524
25997,0.431902708
25998,1.199306321
25999,2.726718756
26000,1.158592035
26001,2.40569864
26002,0.807552315
26003,1.712366853
26004,1.017346449
26005,0.377917129
26006,0.462468264
26007,0.339322367
26008,1.09326583
26009,3.463421584
26010,0.400055401
26011,0.496664893
26012,2.578856935
26013,0.614777724
26014,0.495686081
26015,4.089038155
26016,0.848814313
26017,1.225723762
26018,0.587456274
26019,2.965450195
26020,0.55028965
26021,1.223343202
26022,0.729788557
26023,1.453274634
26024,1.353633528
26025,0.777266969
26026,1.457862642
26027,0.980827436
26028,1.245408323
26029,0.923470494
26030,1.984436252
26031,1.202254605
26032,0.713152015
26033,3.797871434
26034,1.525751431
26035,1.151555975
26036,0.824278429
26037,2.675065552
26038,0.338030284
26039,0.531614757
26040,2.97521343
26041,0.251057135
26042,1.211590856
26043,0.999764897
26044,5.052469818
26045,4.207968736
26046,1.908274566
26047,1.280866032
26048,0.470376467
26049,5.503947063
26050,2.776920023
26051,2.169928981
26052,0.165644305
26053,0.603162276
26054,0.252952463
26055,0.536871887
26056,0.774273908
26057,1.87815147
26058,1.04586017
26059,2.583264405
26060,2.597221217
26061,2.519539078
26062,0.233331817
26063,1.630911981
26064,0.597451015
26065,1.779285369
26066,0.434001012
26067,1.689755007
26068,0.686959633
26069,0.649119296
26070,2.247950051
26071,0.725631102
26072,1.136722935
26073,2.260622297
26074,1.479007108
26075,0.660768906
26076,0.794675545
26077,2.274800495
26078,0.34415088
26079,2.172276732
26080,0.20297745
26081,2.129325734
26082,0.160006558
26083,0.830196323
26084,0.620263032
26085,2.304311892
26086,5.132609946
26087,1.875397901
26088,2.336417482
26089,0.930718965
26090,0.992455188
26091,1.69254762
26092,1.145059063
26093,0.69442602
26094,1.057995894
26095,1.251744344
26096,0.786282628
26097,1.779687172
26098,4.666307263
26099,0.914239215
26100,0.977264975
26101,3.700033983
26102,3.030038519
26103,1.380409785
26104,0.36680015
26105,0.441890368
26106,1.948196053
26107,1.413004324
26108,0.499026225
26109,3.462757701
26110,1.300094674
26111,1.277181298
26112,4.403309593
26113,0.498316928
26114,0.877047139
26115,0.316167718
26116,0.965554472
26117,2.51153767
26118,0.315888968
26119,1.581197502
26120,1.902863842
26121,2.118338303
26122,0.342514761
26123,0.545313408
26124,0.71485818
26125,0.625638507
26126,0.703854815
26127,0.492103627
26128,3.298385265
26129,0.835425217
26130,0.773068516
26131,1.86106219
26132,1.033265871
26133,0.423197685
26134,6.882970926
26135,1.834254404
26136,0.343842942
26137,4.744568933
26138,0.80234787
26139,2.915299705
26140,4.075112352
26141,1.228367872
26142,0.283642721
26143,1.584310548
26144,2.096561754
26145,1.769605608
26146,2.324238183
26147,4.254199
26148,1.736615589
26149,1.554199488
26150,2.894631667
26151,2.351117557
26152,3.292689532
26153,1.738217916
26154,1.851935515
26155,0.498979388
26156,2.27018272
26157,3.448895159
26158,5.999912502
26159,0.267029465
26160,0.898661793
26161,0.144186603
26162,2.998290617
26163,1.409119639
26164,0.758738733
26165,1.043682366
26166,0.604941002
26167,0.053629117
26168,1.221394471
26169,4.404086267
26170,0.3002828
26171,1.314263167
26172,0.481742236
26173,1.608481793
26174,0.71669274
26175,0.906923892
26176,3.215363869
26177,2.431744618
26178,1.490297309
26179,4.20176608
26180,0.765813636
26181,0.656343811
26182,2.873920084
26183,1.918267937
26184,1.486491074
26185,1.477090067
26186,1.695210366
26187,3.093231159
26188,1.391278766
26189,0.534066129
26190,0.143840079
26191,1.632512299
26192,2.166323128
26193,2.444051304
26194,2.083423201
26195,1.441514337
26196,1.277484353
26197,0.807760249
26198,1.827421908
26199,0.490205302
26200,1.502504812
26201,0.525536782
26202,2.369801089
26203,0.364889335
26204,0.563547955
26205,1.031538517
26206,5.222883158
26207,0.090905913
26208,1.168461349
26209,3.846823472
26210,0.95413871
26211,1.511728704
26212,0.810731389
26213,2.277595656
26214,3.25123055
26215,0.571630103
26216,0.04006056
26217,1.244903799
26218,2.705578192
26219,0.121403359
26220,2.340910161
26221,2.609129374
26222,0.960080483
26223,2.69181306
26224,0.463856558
26225,3.582112752
26226,4.758264682
26227,1.863601846
26228,1.017805099
26229,1.290350158
26230,1.037527077
26231,1.639534616
26232,0.209887952
26233,0.474258298
26234,4.937679545
26235,1.697468779
26236,1.06508957
26237,0.48801714
26238,2.008365061
26239,3.932273471
26240,2.906495741
26241,0.537426374
26242,1.550423032
26243,0.256831084
26244,1.656140725
26245,0.590723949
26246,0.637577496
26247,0.375792922
26248,4.591644099
26249,2.134709874
26250,0.771146428
26251,1.891734078
26252,0.624123214
26253,3.144216804
26254,1.015888462
26255,0.588487463
26256,0.371441274
26257,2.636847767
26258,0.416753081
26259,1.60467171
26260,0.438249406
26261,0.810865662
26262,1.290654221
26263,1.693966774
26264,0.720341012
26265,0.781213188
26266,0.366152289
26267,2.121155243
26268,1.481753794
26269,1.184206697
26270,0.942456973
26271,1.55948746
26272,0.893861146
26273,1.403924744
26274,0.248145038
26275,1.321583024
26276,0.805329364
26277,0.612537618
26278,0.901658525
26279,0.399533463
26280,4.758881392
26281,1.085528787
26282,3.127192567
26283,2.949157747
26284,1.081424404
26285,2.484307803
26286,0.475027137
26287,1.289839186
26288,0.379903709
26289,1.414122949
26290,0.3263081
26291,3.298216992
26292,1.403747686
26293,0.833816508
26294,3.36653609
26295,0.89850703
26296,1.943580607
26297,0.918212457
26298,1.494180818
26299,0.801196261
26300,0.526037778
26301,0.426604973
26302,1.023397634
26303,1.256057825
26304,1.148372293
26305,1.548225245
26306,0.200963989
26307,1.409130848
26308,0.69243548
26309,0.446456179
26310,1.12094546
26311,0.581153963
26312,1.167466234
26313,0.761534176
26314,1.385534208
26315,2.067392846
26316,0.536774792
26317,0.780055617
26318,0.156838563
26319,1.151094561
26320,0.146369931
26321,0.798933804
26322,2.249990393
26323,2.155706162
26324,0.674304529
26325,0.573460432
26326,0.706936749
26327,0.671380289
26328,1.805181091
26329,0.551393229
26330,1.422596336
26331,0.508429747
26332,2.017508452
26333,5.473021317
26334,2.297058447
26335,1.398314737
26336,2.019606421
26337,2.429593253
26338,0.919929662
26339,1.771824561
26340,0.92691969
26341,1.619479943
26342,0.443294704
26343,1.319031364
26344,1.0052794
26345,1.264427693
26346,1.605689994
26347,0.983871346
26348,1.312877821
26349,0.795471088
26350,1.072556175
26351,2.077872831
26352,1.708958627
26353,1.169625159
26354,1.003206592
26355,0.549662736
26356,1.36396152
26357,0.699036939
26358,0.293105795
26359,1.729973964
26360,0.543304441
26361,1.173474681
26362,1.978072338
26363,1.920697511
26364,0.790927958
26365,1.806709318
26366,0.511580323
26367,0.398954542
26368,0.063653253
26369,0.444959296
26370,0.266390221
26371,2.235175527
26372,0.860915611
26373,1.926142067
26374,0.482158078
26375,0.436214965
26376,1.236287597
26377,0.800313026
26378,0.741489095
26379,1.315471351
26380,1.639322522
26381,1.070457496
26382,0.137523898
26383,1.904033359
26384,1.450742847
26385,3.120234472
26386,1.560556429
26387,5.242191607
26388,0.900129021
26389,0.654818917
26390,1.860133791
26391,1.31830713
26392,3.76413988
26393,0.722782841
26394,1.285715944
26395,9.835235438
26396,0.943010046
26397,0.756976404
26398,1.593359912
26399,2.448663988
26400,2.190515507
26401,1.01079846
26402,0.23977995
26403,2.058670416
26404,0.526600356
26405,0.503929913
26406,0.300308602
26407,0.447136504
26408,0.871861848
26409,2.686164977
26410,1.423147442
26411,1.195237921
26412,0.362794182
26413,1.051618013
26414,0.23587451
26415,0.111791336
26416,0.637731435
26417,2.130225605
26418,0.28374107
26419,1.388267087
26420,2.721108834
26421,0.651597934
26422,0.971266608
26423,0.8349108
26424,0.385831801
26425,0.51519449
26426,1.110924073
26427,1.620371153
26428,0.182529749
26429,2.76868996
26430,3.218633814
26431,0.892927384
26432,0.279625594
26433,2.166700897
26434,1.034631384
26435,1.114467308
26436,0.469296477
26437,1.049773311
26438,0.847106483
26439,0.428095041
26440,0.614522917
26441,0.908171254
26442,0.464491259
26443,1.084885925
26444,0.998293813
26445,1.093721999
26446,0.983808907
26447,0.376104537
26448,0.564009767
26449,1.448029943
26450,0.722028195
26451,1.377582389
26452,1.825399424
26453,1.228571699
26454,0.78082133
26455,1.6049771
26456,2.098764185
26457,1.068147356
26458,0.669896086
26459,1.228861877
26460,3.062208602
26461,1.906119719
26462,0.285123956
26463,2.863636359
26464,0.667257416
26465,0.455154266
26466,0.920267094
26467,1.608942819
26468,1.562280479
26469,1.1713802
26470,3.364018627
26471,0.323513271
26472,0.31385845
26473,3.982434065
26474,0.779022984
26475,1.152972083
26476,0.538973485
26477,2.026671619
26478,2.513719951
26479,0.155308356
26480,1.716773249
26481,0.680146146
26482,2.150584737
26483,1.042070039
26484,1.523742478
26485,2.166287069
26486,0.461490424
26487,1.002384301
26488,0.650754291
26489,0.993190719
26490,0.483655526
26491,1.363715885
26492,0.581276651
26493,0.717242743
26494,0.731117902
26495,2.227294435
26496,4.294281241
26497,1.338200709
26498,4.771028973
26499,1.646258416
26500,1.957374484
26501,3.924695024
26502,1.518356848
26503,1.011976018
26504,0.461043927
26505,2.116450075
26506,0.345390892
26507,0.359768681
26508,0.942875263
26509,0.709524199
26510,1.649764437
26511,2.713459307
26512,1.36278111
26513,1.185032934
26514,2.384500948
26515,0.747110698
26516,3.713954318
26517,1.579274281
26518,0.373610073
26519,2.863148914
26520,1.868661583
26521,1.646169216
26522,1.195818536
26523,0.47175725
26524,1.625234175
26525,0.509893713
26526,0.36186737
26527,1.581916569
26528,1.553267535
26529,1.40316119
